dislivello, alzata, pedata, numero alzate, rapporto, sviluppo
200.75, 18.25, 25.5, 11, 62, 255
201, 16.75, 28.5, 12, 62, 313.5
201.3, 18.3, 25.4, 11, 62, 254
201.5, 15.5, 31, 13, 62, 372
201.6, 16.8, 28.4, 12, 62, 312.4
201.85, 18.35, 25.3, 11, 62, 253
202.15, 15.55, 30.9, 13, 62, 370.8
202.2, 16.85, 28.3, 12, 62, 311.3
202.4, 18.4, 25.2, 11, 62, 252
202.8, 16.9, 28.2, 12, 62, 310.2
202.8, 15.6, 30.8, 13, 62, 369.6
202.95, 18.45, 25.1, 11, 62, 251
203.4, 16.95, 28.1, 12, 62, 309.1
203.45, 15.65, 30.7, 13, 62, 368.4
203.5, 18.5, 25, 11, 62, 250
204, 17, 28, 12, 62, 308
204.1, 15.7, 30.6, 13, 62, 367.2
204.6, 17.05, 27.9, 12, 62, 306.9
204.75, 15.75, 30.5, 13, 62, 366
205.2, 17.1, 27.8, 12, 62, 305.8
205.4, 15.8, 30.4, 13, 62, 364.8
205.8, 17.15, 27.7, 12, 62, 304.7
206.05, 15.85, 30.3, 13, 62, 363.6
206.4, 17.2, 27.6, 12, 62, 303.6
206.7, 15.9, 30.2, 13, 62, 362.4
207, 17.25, 27.5, 12, 62, 302.5
207.35, 15.95, 30.1, 13, 62, 361.2
207.6, 17.3, 27.4, 12, 62, 301.4
208, 16, 30, 13, 62, 360
208.2, 17.35, 27.3, 12, 62, 300.3
208.65, 16.05, 29.9, 13, 62, 358.8
208.8, 17.4, 27.2, 12, 62, 299.2
209.3, 16.1, 29.8, 13, 62, 357.6
209.4, 17.45, 27.1, 12, 62, 298.1
209.95, 16.15, 29.7, 13, 62, 356.4
210, 17.5, 27, 12, 62, 297
210.6, 16.2, 29.6, 13, 62, 355.2
210.6, 17.55, 26.9, 12, 62, 295.9
211.2, 17.6, 26.8, 12, 62, 294.8
211.25, 16.25, 29.5, 13, 62, 354
211.8, 17.65, 26.7, 12, 62, 293.7
211.9, 16.3, 29.4, 13, 62, 352.8
212.4, 17.7, 26.6, 12, 62, 292.6
212.55, 16.35, 29.3, 13, 62, 351.6
213, 17.75, 26.5, 12, 62, 291.5
213.2, 16.4, 29.2, 13, 62, 350.4
213.6, 17.8, 26.4, 12, 62, 290.4
213.85, 16.45, 29.1, 13, 62, 349.2
214.2, 17.85, 26.3, 12, 62, 289.3
214.5, 16.5, 29, 13, 62, 348
214.8, 17.9, 26.2, 12, 62, 288.2
215.15, 16.55, 28.9, 13, 62, 346.8
215.4, 17.95, 26.1, 12, 62, 287.1
215.8, 16.6, 28.8, 13, 62, 345.6
216, 18, 26, 12, 62, 286
216.45, 16.65, 28.7, 13, 62, 344.4
216.6, 18.05, 25.9, 12, 62, 284.9
217, 15.5, 31, 14, 62, 403
217.1, 16.7, 28.6, 13, 62, 343.2
217.2, 18.1, 25.8, 12, 62, 283.8
217.7, 15.55, 30.9, 14, 62, 401.7
217.75, 16.75, 28.5, 13, 62, 342
217.8, 18.15, 25.7, 12, 62, 282.7
218.4, 18.2, 25.6, 12, 62, 281.6
218.4, 15.6, 30.8, 14, 62, 400.4
218.4, 16.8, 28.4, 13, 62, 340.8
219, 18.25, 25.5, 12, 62, 280.5
219.05, 16.85, 28.3, 13, 62, 339.6
219.1, 15.65, 30.7, 14, 62, 399.1
219.6, 18.3, 25.4, 12, 62, 279.4
219.7, 16.9, 28.2, 13, 62, 338.4
219.8, 15.7, 30.6, 14, 62, 397.8
220.2, 18.35, 25.3, 12, 62, 278.3
220.35, 16.95, 28.1, 13, 62, 337.2
220.5, 15.75, 30.5, 14, 62, 396.5
220.8, 18.4, 25.2, 12, 62, 277.2
221, 17, 28, 13, 62, 336
221.2, 15.8, 30.4, 14, 62, 395.2
221.4, 18.45, 25.1, 12, 62, 276.1
221.65, 17.05, 27.9, 13, 62, 334.8
221.9, 15.85, 30.3, 14, 62, 393.9
222, 18.5, 25, 12, 62, 275
222.3, 17.1, 27.8, 13, 62, 333.6
222.6, 15.9, 30.2, 14, 62, 392.6
222.95, 17.15, 27.7, 13, 62, 332.4
223.3, 15.95, 30.1, 14, 62, 391.3
223.6, 17.2, 27.6, 13, 62, 331.2
224, 16, 30, 14, 62, 390
224.25, 17.25, 27.5, 13, 62, 330
224.7, 16.05, 29.9, 14, 62, 388.7
224.9, 17.3, 27.4, 13, 62, 328.8
225.4, 16.1, 29.8, 14, 62, 387.4
225.55, 17.35, 27.3, 13, 62, 327.6
226.1, 16.15, 29.7, 14, 62, 386.1
226.2, 17.4, 27.2, 13, 62, 326.4
226.8, 16.2, 29.6, 14, 62, 384.8
226.85, 17.45, 27.1, 13, 62, 325.2
227.5, 17.5, 27, 13, 62, 324
227.5, 16.25, 29.5, 14, 62, 383.5
228.15, 17.55, 26.9, 13, 62, 322.8
228.2, 16.3, 29.4, 14, 62, 382.2
228.8, 17.6, 26.8, 13, 62, 321.6
228.9, 16.35, 29.3, 14, 62, 380.9
229.45, 17.65, 26.7, 13, 62, 320.4
229.6, 16.4, 29.2, 14, 62, 379.6
230.1, 17.7, 26.6, 13, 62, 319.2
230.3, 16.45, 29.1, 14, 62, 378.3
230.75, 17.75, 26.5, 13, 62, 318
231, 16.5, 29, 14, 62, 377
231.4, 17.8, 26.4, 13, 62, 316.8
231.7, 16.55, 28.9, 14, 62, 375.7
232.05, 17.85, 26.3, 13, 62, 315.6
232.4, 16.6, 28.8, 14, 62, 374.4
232.5, 15.5, 31, 15, 62, 434
232.7, 17.9, 26.2, 13, 62, 314.4
233.1, 16.65, 28.7, 14, 62, 373.1
233.25, 15.55, 30.9, 15, 62, 432.6
233.35, 17.95, 26.1, 13, 62, 313.2
233.8, 16.7, 28.6, 14, 62, 371.8
234, 18, 26, 13, 62, 312
234, 15.6, 30.8, 15, 62, 431.2
234.5, 16.75, 28.5, 14, 62, 370.5
234.65, 18.05, 25.9, 13, 62, 310.8
234.75, 15.65, 30.7, 15, 62, 429.8
235.2, 16.8, 28.4, 14, 62, 369.2
235.3, 18.1, 25.8, 13, 62, 309.6
235.5, 15.7, 30.6, 15, 62, 428.4
235.9, 16.85, 28.3, 14, 62, 367.9
235.95, 18.15, 25.7, 13, 62, 308.4
236.25, 15.75, 30.5, 15, 62, 427
236.6, 16.9, 28.2, 14, 62, 366.6
236.6, 18.2, 25.6, 13, 62, 307.2
237, 15.8, 30.4, 15, 62, 425.6
237.25, 18.25, 25.5, 13, 62, 306
237.3, 16.95, 28.1, 14, 62, 365.3
237.75, 15.85, 30.3, 15, 62, 424.2
237.9, 18.3, 25.4, 13, 62, 304.8
238, 17, 28, 14, 62, 364
238.5, 15.9, 30.2, 15, 62, 422.8
238.55, 18.35, 25.3, 13, 62, 303.6
238.7, 17.05, 27.9, 14, 62, 362.7
239.2, 18.4, 25.2, 13, 62, 302.4
239.25, 15.95, 30.1, 15, 62, 421.4
239.4, 17.1, 27.8, 14, 62, 361.4
239.85, 18.45, 25.1, 13, 62, 301.2
240, 16, 30, 15, 62, 420
240.1, 17.15, 27.7, 14, 62, 360.1
240.5, 18.5, 25, 13, 62, 300
240.75, 16.05, 29.9, 15, 62, 418.6
240.8, 17.2, 27.6, 14, 62, 358.8
241.5, 17.25, 27.5, 14, 62, 357.5
241.5, 16.1, 29.8, 15, 62, 417.2
242.2, 17.3, 27.4, 14, 62, 356.2
242.25, 16.15, 29.7, 15, 62, 415.8
242.9, 17.35, 27.3, 14, 62, 354.9
243, 16.2, 29.6, 15, 62, 414.4
243.6, 17.4, 27.2, 14, 62, 353.6
243.75, 16.25, 29.5, 15, 62, 413
244.3, 17.45, 27.1, 14, 62, 352.3
244.5, 16.3, 29.4, 15, 62, 411.6
245, 17.5, 27, 14, 62, 351
245.25, 16.35, 29.3, 15, 62, 410.2
245.7, 17.55, 26.9, 14, 62, 349.7
246, 16.4, 29.2, 15, 62, 408.8
246.4, 17.6, 26.8, 14, 62, 348.4
246.75, 16.45, 29.1, 15, 62, 407.4
247.1, 17.65, 26.7, 14, 62, 347.1
247.5, 16.5, 29, 15, 62, 406
247.8, 17.7, 26.6, 14, 62, 345.8
248, 15.5, 31, 16, 62, 465
248.25, 16.55, 28.9, 15, 62, 404.6
248.5, 17.75, 26.5, 14, 62, 344.5
248.8, 15.55, 30.9, 16, 62, 463.5
249, 16.6, 28.8, 15, 62, 403.2
249.2, 17.8, 26.4, 14, 62, 343.2
249.6, 15.6, 30.8, 16, 62, 462
249.75, 16.65, 28.7, 15, 62, 401.8
249.9, 17.85, 26.3, 14, 62, 341.9
250.4, 15.65, 30.7, 16, 62, 460.5
250.5, 16.7, 28.6, 15, 62, 400.4
250.6, 17.9, 26.2, 14, 62, 340.6
251.2, 15.7, 30.6, 16, 62, 459
251.25, 16.75, 28.5, 15, 62, 399
251.3, 17.95, 26.1, 14, 62, 339.3
252, 15.75, 30.5, 16, 62, 457.5
252, 18, 26, 14, 62, 338
252, 16.8, 28.4, 15, 62, 397.6
252.7, 18.05, 25.9, 14, 62, 336.7
252.75, 16.85, 28.3, 15, 62, 396.2
252.8, 15.8, 30.4, 16, 62, 456
253.4, 18.1, 25.8, 14, 62, 335.4
253.5, 16.9, 28.2, 15, 62, 394.8
253.6, 15.85, 30.3, 16, 62, 454.5
254.1, 18.15, 25.7, 14, 62, 334.1
254.25, 16.95, 28.1, 15, 62, 393.4
254.4, 15.9, 30.2, 16, 62, 453
254.8, 18.2, 25.6, 14, 62, 332.8
255, 17, 28, 15, 62, 392
255.2, 15.95, 30.1, 16, 62, 451.5
255.5, 18.25, 25.5, 14, 62, 331.5
255.75, 17.05, 27.9, 15, 62, 390.6
256, 16, 30, 16, 62, 450
256.2, 18.3, 25.4, 14, 62, 330.2
256.5, 17.1, 27.8, 15, 62, 389.2
256.8, 16.05, 29.9, 16, 62, 448.5
256.9, 18.35, 25.3, 14, 62, 328.9
257.25, 17.15, 27.7, 15, 62, 387.8
257.6, 16.1, 29.8, 16, 62, 447
257.6, 18.4, 25.2, 14, 62, 327.6
258, 17.2, 27.6, 15, 62, 386.4
258.3, 18.45, 25.1, 14, 62, 326.3
258.4, 16.15, 29.7, 16, 62, 445.5
258.75, 17.25, 27.5, 15, 62, 385
259, 18.5, 25, 14, 62, 325
259.2, 16.2, 29.6, 16, 62, 444
259.5, 17.3, 27.4, 15, 62, 383.6
260, 16.25, 29.5, 16, 62, 442.5
260.25, 17.35, 27.3, 15, 62, 382.2
260.8, 16.3, 29.4, 16, 62, 441
261, 17.4, 27.2, 15, 62, 380.8
261.6, 16.35, 29.3, 16, 62, 439.5
261.75, 17.45, 27.1, 15, 62, 379.4
262.4, 16.4, 29.2, 16, 62, 438
262.5, 17.5, 27, 15, 62, 378
263.2, 16.45, 29.1, 16, 62, 436.5
263.25, 17.55, 26.9, 15, 62, 376.6
263.5, 15.5, 31, 17, 62, 496
264, 16.5, 29, 16, 62, 435
264, 17.6, 26.8, 15, 62, 375.2
264.35, 15.55, 30.9, 17, 62, 494.4
264.75, 17.65, 26.7, 15, 62, 373.8
264.8, 16.55, 28.9, 16, 62, 433.5
265.2, 15.6, 30.8, 17, 62, 492.8
265.5, 17.7, 26.6, 15, 62, 372.4
265.6, 16.6, 28.8, 16, 62, 432
266.05, 15.65, 30.7, 17, 62, 491.2
266.25, 17.75, 26.5, 15, 62, 371
266.4, 16.65, 28.7, 16, 62, 430.5
266.9, 15.7, 30.6, 17, 62, 489.6
267, 17.8, 26.4, 15, 62, 369.6
267.2, 16.7, 28.6, 16, 62, 429
267.75, 17.85, 26.3, 15, 62, 368.2
267.75, 15.75, 30.5, 17, 62, 488
268, 16.75, 28.5, 16, 62, 427.5
268.5, 17.9, 26.2, 15, 62, 366.8
268.6, 15.8, 30.4, 17, 62, 486.4
268.8, 16.8, 28.4, 16, 62, 426
269.25, 17.95, 26.1, 15, 62, 365.4
269.45, 15.85, 30.3, 17, 62, 484.8
269.6, 16.85, 28.3, 16, 62, 424.5
270, 18, 26, 15, 62, 364
270.3, 15.9, 30.2, 17, 62, 483.2
270.4, 16.9, 28.2, 16, 62, 423
270.75, 18.05, 25.9, 15, 62, 362.6
271.15, 15.95, 30.1, 17, 62, 481.6
271.2, 16.95, 28.1, 16, 62, 421.5
271.5, 18.1, 25.8, 15, 62, 361.2
272, 16, 30, 17, 62, 480
272, 17, 28, 16, 62, 420
272.25, 18.15, 25.7, 15, 62, 359.8
272.8, 17.05, 27.9, 16, 62, 418.5
272.85, 16.05, 29.9, 17, 62, 478.4
273, 18.2, 25.6, 15, 62, 358.4
273.6, 17.1, 27.8, 16, 62, 417
273.7, 16.1, 29.8, 17, 62, 476.8
273.75, 18.25, 25.5, 15, 62, 357
274.4, 17.15, 27.7, 16, 62, 415.5
274.5, 18.3, 25.4, 15, 62, 355.6
274.55, 16.15, 29.7, 17, 62, 475.2
275.2, 17.2, 27.6, 16, 62, 414
275.25, 18.35, 25.3, 15, 62, 354.2
275.4, 16.2, 29.6, 17, 62, 473.6
276, 18.4, 25.2, 15, 62, 352.8
276, 17.25, 27.5, 16, 62, 412.5
276.25, 16.25, 29.5, 17, 62, 472
276.75, 18.45, 25.1, 15, 62, 351.4
276.8, 17.3, 27.4, 16, 62, 411
277.1, 16.3, 29.4, 17, 62, 470.4
277.5, 18.5, 25, 15, 62, 350
277.6, 17.35, 27.3, 16, 62, 409.5
277.95, 16.35, 29.3, 17, 62, 468.8
278.4, 17.4, 27.2, 16, 62, 408
278.8, 16.4, 29.2, 17, 62, 467.2
279, 15.5, 31, 18, 62, 527
279.2, 17.45, 27.1, 16, 62, 406.5
279.65, 16.45, 29.1, 17, 62, 465.6
279.9, 15.55, 30.9, 18, 62, 525.3
280, 17.5, 27, 16, 62, 405
280.5, 16.5, 29, 17, 62, 464
280.8, 15.6, 30.8, 18, 62, 523.6
280.8, 17.55, 26.9, 16, 62, 403.5
281.35, 16.55, 28.9, 17, 62, 462.4
281.6, 17.6, 26.8, 16, 62, 402
281.7, 15.65, 30.7, 18, 62, 521.9
282.2, 16.6, 28.8, 17, 62, 460.8
282.4, 17.65, 26.7, 16, 62, 400.5
282.6, 15.7, 30.6, 18, 62, 520.2
283.05, 16.65, 28.7, 17, 62, 459.2
283.2, 17.7, 26.6, 16, 62, 399
283.5, 15.75, 30.5, 18, 62, 518.5
283.9, 16.7, 28.6, 17, 62, 457.6
284, 17.75, 26.5, 16, 62, 397.5
284.4, 15.8, 30.4, 18, 62, 516.8
284.75, 16.75, 28.5, 17, 62, 456
284.8, 17.8, 26.4, 16, 62, 396
285.3, 15.85, 30.3, 18, 62, 515.1
285.6, 16.8, 28.4, 17, 62, 454.4
285.6, 17.85, 26.3, 16, 62, 394.5
286.2, 15.9, 30.2, 18, 62, 513.4
286.4, 17.9, 26.2, 16, 62, 393
286.45, 16.85, 28.3, 17, 62, 452.8
287.1, 15.95, 30.1, 18, 62, 511.7
287.2, 17.95, 26.1, 16, 62, 391.5
287.3, 16.9, 28.2, 17, 62, 451.2
288, 16, 30, 18, 62, 510
288, 18, 26, 16, 62, 390
288.15, 16.95, 28.1, 17, 62, 449.6
288.8, 18.05, 25.9, 16, 62, 388.5
288.9, 16.05, 29.9, 18, 62, 508.3
289, 17, 28, 17, 62, 448
289.6, 18.1, 25.8, 16, 62, 387
289.8, 16.1, 29.8, 18, 62, 506.6
289.85, 17.05, 27.9, 17, 62, 446.4
290.4, 18.15, 25.7, 16, 62, 385.5
290.7, 17.1, 27.8, 17, 62, 444.8
290.7, 16.15, 29.7, 18, 62, 504.9
291.2, 18.2, 25.6, 16, 62, 384
291.55, 17.15, 27.7, 17, 62, 443.2
291.6, 16.2, 29.6, 18, 62, 503.2
292, 18.25, 25.5, 16, 62, 382.5
292.4, 17.2, 27.6, 17, 62, 441.6
292.5, 16.25, 29.5, 18, 62, 501.5
292.8, 18.3, 25.4, 16, 62, 381
293.25, 17.25, 27.5, 17, 62, 440
293.4, 16.3, 29.4, 18, 62, 499.8
293.6, 18.35, 25.3, 16, 62, 379.5
294.1, 17.3, 27.4, 17, 62, 438.4
294.3, 16.35, 29.3, 18, 62, 498.1
294.4, 18.4, 25.2, 16, 62, 378
294.5, 15.5, 31, 19, 62, 558
294.95, 17.35, 27.3, 17, 62, 436.8
295.2, 18.45, 25.1, 16, 62, 376.5
295.2, 16.4, 29.2, 18, 62, 496.4
295.45, 15.55, 30.9, 19, 62, 556.2
295.8, 17.4, 27.2, 17, 62, 435.2
296, 18.5, 25, 16, 62, 375
296.1, 16.45, 29.1, 18, 62, 494.7
296.4, 15.6, 30.8, 19, 62, 554.4
296.65, 17.45, 27.1, 17, 62, 433.6
297, 16.5, 29, 18, 62, 493
297.35, 15.65, 30.7, 19, 62, 552.6
297.5, 17.5, 27, 17, 62, 432
297.9, 16.55, 28.9, 18, 62, 491.3
298.3, 15.7, 30.6, 19, 62, 550.8
298.35, 17.55, 26.9, 17, 62, 430.4
298.8, 16.6, 28.8, 18, 62, 489.6
299.2, 17.6, 26.8, 17, 62, 428.8
299.25, 15.75, 30.5, 19, 62, 549
299.7, 16.65, 28.7, 18, 62, 487.9
300.05, 17.65, 26.7, 17, 62, 427.2
300.2, 15.8, 30.4, 19, 62, 547.2
300.6, 16.7, 28.6, 18, 62, 486.2
300.9, 17.7, 26.6, 17, 62, 425.6
301.15, 15.85, 30.3, 19, 62, 545.4
301.5, 16.75, 28.5, 18, 62, 484.5
301.75, 17.75, 26.5, 17, 62, 424
302.1, 15.9, 30.2, 19, 62, 543.6
302.4, 16.8, 28.4, 18, 62, 482.8
302.6, 17.8, 26.4, 17, 62, 422.4
303.05, 15.95, 30.1, 19, 62, 541.8
303.3, 16.85, 28.3, 18, 62, 481.1
303.45, 17.85, 26.3, 17, 62, 420.8
304, 16, 30, 19, 62, 540
304.2, 16.9, 28.2, 18, 62, 479.4
304.3, 17.9, 26.2, 17, 62, 419.2
304.95, 16.05, 29.9, 19, 62, 538.2
305.1, 16.95, 28.1, 18, 62, 477.7
305.15, 17.95, 26.1, 17, 62, 417.6
305.9, 16.1, 29.8, 19, 62, 536.4
306, 17, 28, 18, 62, 476
306, 18, 26, 17, 62, 416
306.85, 16.15, 29.7, 19, 62, 534.6
306.85, 18.05, 25.9, 17, 62, 414.4
306.9, 17.05, 27.9, 18, 62, 474.3
307.7, 18.1, 25.8, 17, 62, 412.8
307.8, 16.2, 29.6, 19, 62, 532.8
307.8, 17.1, 27.8, 18, 62, 472.6
308.55, 18.15, 25.7, 17, 62, 411.2
308.7, 17.15, 27.7, 18, 62, 470.9
308.75, 16.25, 29.5, 19, 62, 531
309.4, 18.2, 25.6, 17, 62, 409.6
309.6, 17.2, 27.6, 18, 62, 469.2
309.7, 16.3, 29.4, 19, 62, 529.2
310, 15.5, 31, 20, 62, 589
310.25, 18.25, 25.5, 17, 62, 408
310.5, 17.25, 27.5, 18, 62, 467.5
310.65, 16.35, 29.3, 19, 62, 527.4
311, 15.55, 30.9, 20, 62, 587.1
311.1, 18.3, 25.4, 17, 62, 406.4
311.4, 17.3, 27.4, 18, 62, 465.8
311.6, 16.4, 29.2, 19, 62, 525.6
311.95, 18.35, 25.3, 17, 62, 404.8
312, 15.6, 30.8, 20, 62, 585.2
312.3, 17.35, 27.3, 18, 62, 464.1
312.55, 16.45, 29.1, 19, 62, 523.8
312.8, 18.4, 25.2, 17, 62, 403.2
313, 15.65, 30.7, 20, 62, 583.3
313.2, 17.4, 27.2, 18, 62, 462.4
313.5, 16.5, 29, 19, 62, 522
313.65, 18.45, 25.1, 17, 62, 401.6
314, 15.7, 30.6, 20, 62, 581.4
314.1, 17.45, 27.1, 18, 62, 460.7
314.45, 16.55, 28.9, 19, 62, 520.2
314.5, 18.5, 25, 17, 62, 400
315, 15.75, 30.5, 20, 62, 579.5
315, 17.5, 27, 18, 62, 459
315.4, 16.6, 28.8, 19, 62, 518.4
315.9, 17.55, 26.9, 18, 62, 457.3
316, 15.8, 30.4, 20, 62, 577.6
316.35, 16.65, 28.7, 19, 62, 516.6
316.8, 17.6, 26.8, 18, 62, 455.6
317, 15.85, 30.3, 20, 62, 575.7
317.3, 16.7, 28.6, 19, 62, 514.8
317.7, 17.65, 26.7, 18, 62, 453.9
318, 15.9, 30.2, 20, 62, 573.8
318.25, 16.75, 28.5, 19, 62, 513
318.6, 17.7, 26.6, 18, 62, 452.2
319, 15.95, 30.1, 20, 62, 571.9
319.2, 16.8, 28.4, 19, 62, 511.2
319.5, 17.75, 26.5, 18, 62, 450.5
320, 16, 30, 20, 62, 570
320.15, 16.85, 28.3, 19, 62, 509.4
320.4, 17.8, 26.4, 18, 62, 448.8
321, 16.05, 29.9, 20, 62, 568.1
321.1, 16.9, 28.2, 19, 62, 507.6
321.3, 17.85, 26.3, 18, 62, 447.1
322, 16.1, 29.8, 20, 62, 566.2
322.05, 16.95, 28.1, 19, 62, 505.8
322.2, 17.9, 26.2, 18, 62, 445.4
323, 17, 28, 19, 62, 504
323, 16.15, 29.7, 20, 62, 564.3
323.1, 17.95, 26.1, 18, 62, 443.7
323.95, 17.05, 27.9, 19, 62, 502.2
324, 16.2, 29.6, 20, 62, 562.4
324, 18, 26, 18, 62, 442
324.9, 18.05, 25.9, 18, 62, 440.3
324.9, 17.1, 27.8, 19, 62, 500.4
325, 16.25, 29.5, 20, 62, 560.5
325.8, 18.1, 25.8, 18, 62, 438.6
325.85, 17.15, 27.7, 19, 62, 498.6
326, 16.3, 29.4, 20, 62, 558.6
326.7, 18.15, 25.7, 18, 62, 436.9
326.8, 17.2, 27.6, 19, 62, 496.8
327, 16.35, 29.3, 20, 62, 556.7
327.6, 18.2, 25.6, 18, 62, 435.2
327.75, 17.25, 27.5, 19, 62, 495
328, 16.4, 29.2, 20, 62, 554.8
328.5, 18.25, 25.5, 18, 62, 433.5
328.7, 17.3, 27.4, 19, 62, 493.2
329, 16.45, 29.1, 20, 62, 552.9
329.4, 18.3, 25.4, 18, 62, 431.8
329.65, 17.35, 27.3, 19, 62, 491.4
330, 16.5, 29, 20, 62, 551
330.3, 18.35, 25.3, 18, 62, 430.1
330.6, 17.4, 27.2, 19, 62, 489.6
331, 16.55, 28.9, 20, 62, 549.1
331.2, 18.4, 25.2, 18, 62, 428.4
331.55, 17.45, 27.1, 19, 62, 487.8
332, 16.6, 28.8, 20, 62, 547.2
332.1, 18.45, 25.1, 18, 62, 426.7
332.5, 17.5, 27, 19, 62, 486
333, 16.65, 28.7, 20, 62, 545.3
333, 18.5, 25, 18, 62, 425
333.45, 17.55, 26.9, 19, 62, 484.2
334, 16.7, 28.6, 20, 62, 543.4
334.4, 17.6, 26.8, 19, 62, 482.4
335, 16.75, 28.5, 20, 62, 541.5
335.35, 17.65, 26.7, 19, 62, 480.6
336, 16.8, 28.4, 20, 62, 539.6
336.3, 17.7, 26.6, 19, 62, 478.8
337, 16.85, 28.3, 20, 62, 537.7
337.25, 17.75, 26.5, 19, 62, 477
338, 16.9, 28.2, 20, 62, 535.8
338.2, 17.8, 26.4, 19, 62, 475.2
339, 16.95, 28.1, 20, 62, 533.9
339.15, 17.85, 26.3, 19, 62, 473.4
340, 17, 28, 20, 62, 532
340.1, 17.9, 26.2, 19, 62, 471.6
341, 17.05, 27.9, 20, 62, 530.1
341.05, 17.95, 26.1, 19, 62, 469.8
342, 18, 26, 19, 62, 468
342, 17.1, 27.8, 20, 62, 528.2
342.95, 18.05, 25.9, 19, 62, 466.2
343, 17.15, 27.7, 20, 62, 526.3
343.9, 18.1, 25.8, 19, 62, 464.4
344, 17.2, 27.6, 20, 62, 524.4
344.85, 18.15, 25.7, 19, 62, 462.6
345, 17.25, 27.5, 20, 62, 522.5
345.8, 18.2, 25.6, 19, 62, 460.8
346, 17.3, 27.4, 20, 62, 520.6
346.75, 18.25, 25.5, 19, 62, 459
347, 17.35, 27.3, 20, 62, 518.7
347.7, 18.3, 25.4, 19, 62, 457.2
348, 17.4, 27.2, 20, 62, 516.8
348.65, 18.35, 25.3, 19, 62, 455.4
349, 17.45, 27.1, 20, 62, 514.9
349.6, 18.4, 25.2, 19, 62, 453.6
350, 17.5, 27, 20, 62, 513
350.55, 18.45, 25.1, 19, 62, 451.8
351, 17.55, 26.9, 20, 62, 511.1
351.5, 18.5, 25, 19, 62, 450
352, 17.6, 26.8, 20, 62, 509.2
353, 17.65, 26.7, 20, 62, 507.3
354, 17.7, 26.6, 20, 62, 505.4
355, 17.75, 26.5, 20, 62, 503.5
356, 17.8, 26.4, 20, 62, 501.6
357, 17.85, 26.3, 20, 62, 499.7
358, 17.9, 26.2, 20, 62, 497.8
359, 17.95, 26.1, 20, 62, 495.9
360, 18, 26, 20, 62, 494
361, 18.05, 25.9, 20, 62, 492.1
362, 18.1, 25.8, 20, 62, 490.2
363, 18.15, 25.7, 20, 62, 488.3
364, 18.2, 25.6, 20, 62, 486.4
365, 18.25, 25.5, 20, 62, 484.5
366, 18.3, 25.4, 20, 62, 482.6
367, 18.35, 25.3, 20, 62, 480.7
368, 18.4, 25.2, 20, 62, 478.8
369, 18.45, 25.1, 20, 62, 476.9
370, 18.5, 25, 20, 62, 475
